demand_line_id,asn,part_number,delivery_date,quantity_needed,quantity_allocated,quantity_short,buckets_used,status
DL00279,ASN500040,P1095,2026-01-07,39,39,0,1,FULL
DL00280,ASN500062,P1095,2026-03-04,43,43,0,1,FULL
DL00281,ASN500024,P1095,2026-03-28,21,21,0,1,FULL
DL00282,ASN500037,P1095,2026-04-16,175,175,0,3,FULL
DL00283,ASN500102,P1096,2026-01-07,72,72,0,1,FULL
DL00284,ASN500014,P1096,2026-04-21,170,170,0,2,FULL
DL00285,ASN500089,P1096,2026-03-29,157,157,0,3,FULL
DL00293,ASN500132,P1099,2026-03-29,160,160,0,1,FULL
DL00294,ASN500129,P1099,2026-03-29,170,170,0,1,FULL
DL00295,ASN500044,P1100,2026-02-14,135,135,0,1,FULL
DL00296,ASN500016,P1100,2026-03-27,81,81,0,3,FULL
DL00297,ASN500012,P1100,2026-04-07,127,127,0,3,FULL
DL00298,ASN500137,P1100,2026-02-23,6,6,0,1,FULL
DL00299,ASN500119,P1101,2026-04-10,25,25,0,1,FULL
DL00300,ASN500115,P1101,2026-02-03,49,49,0,1,FULL
DL00301,ASN500026,P1101,2026-02-04,71,71,0,1,FULL
DL00302,ASN500009,P1101,2026-02-17,36,36,0,1,FULL
DL00303,ASN500013,P1102,2026-03-28,73,73,0,1,FULL
DL00304,ASN500111,P1102,2026-04-16,180,180,0,4,FULL
DL00305,ASN500133,P1102,2026-02-12,72,72,0,1,FULL
DL00306,ASN500021,P1103,2026-01-07,134,134,0,2,FULL
DL00307,ASN500043,P1103,2026-05-01,71,71,0,2,FULL
DL00310,ASN500084,P1105,2026-02-05,158,158,0,2,FULL
DL00311,ASN500097,P1105,2026-05-03,166,166,0,2,FULL
DL00312,ASN500137,P1105,2026-03-07,125,125,0,1,FULL
DL00313,ASN500135,P1105,2026-04-25,6,6,0,1,FULL
DL00314,ASN500111,P1106,2026-03-20,64,64,0,3,FULL
DL00315,ASN500054,P1107,2026-03-26,105,105,0,1,FULL
DL00316,ASN500019,P1107,2026-05-02,149,149,0,1,FULL
DL00317,ASN500043,P1107,2026-01-10,42,42,0,1,FULL
DL00318,ASN500028,P1108,2026-03-26,32,32,0,3,FULL
DL00323,ASN500093,P1111,2026-04-20,56,56,0,2,FULL
DL00331,ASN500066,P1114,2026-02-19,10,10,0,2,FULL
DL00332,ASN500065,P1114,2026-01-12,77,77,0,1,FULL
DL00335,ASN500007,P1115,2026-01-09,110,110,0,1,FULL
DL00336,ASN500111,P1115,2026-04-14,137,137,0,1,FULL
DL00337,ASN500025,P1115,2026-03-07,93,93,0,1,FULL
DL00342,ASN500125,P1120,2026-03-10,52,52,0,1,FULL
DL00343,ASN500088,P1121,2026-02-08,136,136,0,2,FULL
DL00344,ASN500040,P1121,2026-04-20,77,77,0,1,FULL
DL00345,ASN500054,P1121,2026-03-10,64,64,0,1,FULL
DL00346,ASN500042,P1121,2026-05-06,33,33,0,1,FULL
DL00347,ASN500020,P1121,2026-04-16,130,130,0,1,FULL
DL00348,ASN500026,P1122,2026-02-16,165,165,0,1,FULL
DL00349,ASN500091,P1122,2026-02-26,29,29,0,1,FULL
DL00350,ASN500101,P1122,2026-03-01,27,27,0,1,FULL
DL00351,ASN500006,P1122,2026-02-01,100,100,0,1,FULL
DL00352,ASN500077,P1122,2026-03-01,72,72,0,1,FULL
DL00353,ASN500128,P1123,2026-02-23,48,48,0,1,FULL
DL00354,ASN500059,P1123,2026-01-22,122,122,0,3,FULL
DL00358,ASN500082,P1124,2026-03-06,48,48,0,1,FULL
DL00359,ASN500112,P1124,2026-03-21,70,70,0,1,FULL
DL00360,ASN500059,P1124,2026-02-17,37,37,0,2,FULL
DL00361,ASN500118,P1124,2026-04-29,169,169,0,1,FULL
DL00362,ASN500129,P1125,2026-02-09,54,54,0,1,FULL
DL00363,ASN500077,P1125,2026-01-25,163,163,0,1,FULL
DL00364,ASN500063,P1126,2026-03-24,88,88,0,1,FULL
DL00365,ASN500133,P1126,2026-01-26,94,94,0,4,FULL
DL00366,ASN500083,P1127,2026-02-08,53,53,0,3,FULL
DL00367,ASN500026,P1127,2026-03-31,47,47,0,2,FULL
DL00368,ASN500050,P1128,2026-01-25,103,103,0,1,FULL
DL00369,ASN500077,P1129,2026-03-02,81,81,0,1,FULL
DL00370,ASN500070,P1129,2026-01-19,55,55,0,1,FULL
DL00371,ASN500071,P1130,2026-04-29,57,57,0,4,FULL
DL00372,ASN500118,P1131,2026-01-07,13,13,0,1,FULL
DL00373,ASN500102,P1131,2026-04-04,116,116,0,1,FULL
DL00374,ASN500056,P1131,2026-03-27,133,133,0,2,FULL
DL00375,ASN500075,P1131,2026-01-08,123,123,0,1,FULL
DL00376,ASN500065,P1132,2026-04-10,159,159,0,1,FULL
DL00377,ASN500103,P1132,2026-04-10,6,6,0,1,FULL
DL00378,ASN500110,P1133,2026-03-22,151,151,0,2,FULL
DL00379,ASN500107,P1133,2026-04-01,63,63,0,1,FULL
DL00380,ASN500058,P1134,2026-01-29,178,178,0,1,FULL
DL00381,ASN500031,P1134,2026-03-02,121,121,0,2,FULL
DL00382,ASN500080,P1134,2026-03-27,71,71,0,1,FULL
DL00383,ASN500025,P1134,2026-02-06,112,112,0,1,FULL
DL00384,ASN500102,P1134,2026-01-26,166,166,0,2,FULL
DL00388,ASN500083,P1136,2026-02-24,7,7,0,2,FULL
DL00390,ASN500139,P1137,2026-01-26,60,60,0,1,FULL
DL00391,ASN500051,P1137,2026-02-19,137,137,0,1,FULL
DL00392,ASN500025,P1137,2026-03-05,152,152,0,1,FULL
DL00393,ASN500052,P1138,2026-03-12,126,126,0,2,FULL
DL00394,ASN500004,P1138,2026-04-17,168,168,0,1,FULL
DL00395,ASN500094,P1138,2026-02-18,138,138,0,1,FULL
DL00396,ASN500105,P1138,2026-02-01,121,121,0,1,FULL
DL00397,ASN500047,P1138,2026-03-12,105,105,0,1,FULL
DL00398,ASN500091,P1139,2026-01-13,168,168,0,3,FULL
DL00399,ASN500070,P1140,2026-02-26,102,102,0,3,FULL
DL00400,ASN500015,P1140,2026-01-15,8,8,0,1,FULL
DL00401,ASN500107,P1140,2026-03-27,112,112,0,2,FULL
DL00402,ASN500067,P1141,2026-02-03,32,32,0,1,FULL
DL00403,ASN500077,P1141,2026-05-06,107,107,0,1,FULL
DL00404,ASN500134,P1141,2026-04-18,61,61,0,1,FULL
DL00413,ASN500047,P1144,2026-01-06,128,128,0,2,FULL
DL00414,ASN500071,P1144,2026-02-06,96,96,0,1,FULL
DL00415,ASN500077,P1144,2026-03-08,87,87,0,1,FULL
DL00416,ASN500124,P1144,2026-03-26,114,114,0,1,FULL
DL00417,ASN500092,P1145,2026-05-04,44,44,0,2,FULL
DL00418,ASN500098,P1146,2026-01-16,19,19,0,1,FULL
DL00419,ASN500083,P1146,2026-03-14,40,40,0,1,FULL
DL00420,ASN500088,P1146,2026-03-21,167,167,0,1,FULL
DL00421,ASN500002,P1147,2026-01-15,58,58,0,1,FULL
DL00422,ASN500064,P1148,2026-01-18,160,160,0,1,FULL
DL00423,ASN500036,P1148,2026-01-29,64,64,0,1,FULL
DL00424,ASN500115,P1148,2026-04-16,93,93,0,1,FULL
DL00425,ASN500053,P1149,2026-04-17,108,108,0,2,FULL
DL00426,ASN500136,P1149,2026-03-25,47,47,0,2,FULL
DL00427,ASN500023,P1150,2026-05-01,176,176,0,3,FULL
DL00428,ASN500076,P1150,2026-03-10,55,55,0,1,FULL
DL00429,ASN500054,P1150,2026-01-16,140,140,0,2,FULL
DL00430,ASN500112,P1150,2026-04-28,176,176,0,2,FULL
DL00432,ASN500107,P1151,2026-04-21,64,64,0,2,FULL
DL00433,ASN500035,P1151,2026-03-10,126,126,0,2,FULL
DL00434,ASN500014,P1151,2026-03-06,128,128,0,2,FULL
DL00435,ASN500125,P1152,2026-03-10,68,68,0,1,FULL
DL00436,ASN500042,P1152,2026-03-23,143,143,0,1,FULL
DL00438,ASN500127,P1154,2026-02-12,175,175,0,1,FULL
DL00439,ASN500119,P1154,2026-03-01,100,100,0,1,FULL
DL00443,ASN500084,P1155,2026-03-12,29,29,0,3,FULL
DL00444,ASN500124,P1156,2026-01-10,41,41,0,1,FULL
DL00448,ASN500053,P1157,2026-03-02,77,77,0,2,FULL
DL00449,ASN500087,P1157,2026-02-07,113,113,0,1,FULL
DL00450,ASN500013,P1157,2026-02-12,79,79,0,3,FULL
DL00451,ASN500090,P1157,2026-02-26,131,131,0,1,FULL
DL00452,ASN500085,P1157,2026-02-09,133,133,0,1,FULL
DL00453,ASN500088,P1158,2026-03-30,57,57,0,4,FULL
DL00454,ASN500126,P1158,2026-02-17,35,35,0,1,FULL
DL00469,ASN500079,P1162,2026-04-06,148,148,0,4,FULL
DL00470,ASN500066,P1162,2026-01-29,82,82,0,1,FULL
DL00471,ASN500008,P1163,2026-01-08,86,86,0,2,FULL
DL00472,ASN500110,P1163,2026-03-29,149,149,0,2,FULL
DL00473,ASN500013,P1163,2026-03-19,132,132,0,2,FULL
DL00474,ASN500133,P1163,2026-04-21,15,15,0,1,FULL
DL00475,ASN500107,P1164,2026-04-05,152,152,0,3,FULL
DL00476,ASN500114,P1165,2026-01-07,22,22,0,1,FULL
DL00477,ASN500099,P1165,2026-03-22,157,157,0,3,FULL
DL00481,ASN500003,P1167,2026-01-06,114,114,0,3,FULL
DL00483,ASN500022,P1168,2026-04-27,60,60,0,2,FULL
DL00484,ASN500033,P1169,2026-01-08,125,125,0,3,FULL
DL00496,ASN500037,P1173,2026-02-21,34,34,0,1,FULL
DL00498,ASN500122,P1174,2026-04-15,103,103,0,3,FULL
DL00499,ASN500115,P1174,2026-04-16,74,74,0,2,FULL
DL00500,ASN500085,P1174,2026-02-10,79,79,0,1,FULL
DL00502,ASN500085,P1175,2026-04-08,160,160,0,1,FULL
DL00503,ASN500003,P1175,2026-03-23,43,43,0,1,FULL
DL00504,ASN500079,P1175,2026-03-01,154,154,0,4,FULL
DL00505,ASN500063,P1175,2026-02-24,101,101,0,1,FULL
DL00507,ASN500115,P1176,2026-04-04,77,77,0,2,FULL
DL00508,ASN500000,P1176,2026-02-08,87,87,0,2,FULL
DL00509,ASN500108,P1177,2026-03-22,45,45,0,1,FULL
DL00512,ASN500127,P1178,2026-03-15,93,93,0,1,FULL
DL00513,ASN500021,P1178,2026-03-17,143,143,0,1,FULL
DL00514,ASN500124,P1178,2026-01-31,102,102,0,1,FULL
DL00515,ASN500079,P1179,2026-01-13,160,160,0,1,FULL
DL00516,ASN500101,P1179,2026-04-06,124,124,0,1,FULL
DL00517,ASN500065,P1180,2026-04-12,155,155,0,1,FULL
DL00518,ASN500002,P1180,2026-03-05,103,103,0,1,FULL
DL00519,ASN500022,P1181,2026-04-19,142,142,0,1,FULL
DL00520,ASN500090,P1181,2026-02-04,21,21,0,1,FULL
DL00521,ASN500101,P1181,2026-03-13,153,153,0,1,FULL
DL00522,ASN500066,P1181,2026-02-16,138,138,0,1,FULL
DL00523,ASN500122,P1181,2026-03-22,134,134,0,1,FULL
DL00524,ASN500048,P1182,2026-01-30,59,59,0,3,FULL
DL00525,ASN500023,P1182,2026-04-19,51,51,0,1,FULL
DL00530,ASN500095,P1185,2026-03-06,166,166,0,1,FULL
DL00538,ASN500033,P1189,2026-04-23,70,70,0,2,FULL
DL00539,ASN500009,P1189,2026-01-31,91,91,0,1,FULL
DL00540,ASN500046,P1189,2026-01-16,101,101,0,2,FULL
DL00541,ASN500007,P1189,2026-01-10,18,18,0,1,FULL
DL00542,ASN500094,P1189,2026-03-09,122,122,0,3,FULL
DL00543,ASN500101,P1190,2026-04-06,35,35,0,1,FULL
DL00544,ASN500065,P1191,2026-03-19,86,86,0,2,FULL
DL00545,ASN500022,P1192,2026-03-11,176,176,0,1,FULL
DL00546,ASN500100,P1192,2026-03-04,51,51,0,1,FULL
DL00547,ASN500094,P1193,2026-04-08,65,65,0,3,FULL
DL00548,ASN500056,P1193,2026-01-10,49,49,0,1,FULL
DL00549,ASN500090,P1194,2026-05-01,20,20,0,2,FULL
DL00550,ASN500007,P1194,2026-02-08,17,17,0,1,FULL
DL00560,ASN500036,P1197,2026-04-30,178,178,0,2,FULL
DL00561,ASN500003,P1197,2026-04-07,124,124,0,1,FULL
DL00562,ASN500009,P1198,2026-05-04,45,45,0,3,FULL
DL00564,ASN500095,P1199,2026-04-15,40,40,0,1,FULL
DL00569,ASN500093,P1200,2026-02-17,41,41,0,2,FULL
DL00570,ASN500014,P1201,2026-04-07,51,51,0,2,FULL
DL00576,ASN500066,P1204,2026-01-19,130,130,0,4,FULL
DL00578,ASN500029,P1205,2026-03-12,44,44,0,1,FULL
DL00579,ASN500014,P1205,2026-04-30,166,166,0,1,FULL
DL00580,ASN500054,P1205,2026-03-08,148,148,0,1,FULL
DL00581,ASN500073,P1205,2026-02-07,35,35,0,1,FULL
DL00582,ASN500093,P1206,2026-02-08,115,115,0,2,FULL
DL00583,ASN500061,P1206,2026-01-18,65,65,0,1,FULL
DL00584,ASN500074,P1207,2026-04-30,111,111,0,2,FULL
DL00585,ASN500041,P1207,2026-04-22,19,19,0,1,FULL
DL00586,ASN500075,P1207,2026-03-28,41,41,0,2,FULL
DL00588,ASN500087,P1208,2026-01-23,135,135,0,1,FULL
DL00589,ASN500113,P1208,2026-04-17,5,5,0,1,FULL
DL00590,ASN500134,P1208,2026-01-29,78,78,0,1,FULL
DL00591,ASN500092,P1208,2026-01-11,116,116,0,2,FULL
DL00592,ASN500104,P1208,2026-02-10,60,60,0,1,FULL
DL00593,ASN500046,P1209,2026-04-23,40,40,0,1,FULL
DL00594,ASN500046,P1209,2026-04-14,138,138,0,2,FULL
DL00600,ASN500002,P1211,2026-04-04,21,21,0,1,FULL
DL00601,ASN500133,P1211,2026-04-23,109,109,0,5,FULL
DL00602,ASN500132,P1212,2026-02-17,93,93,0,2,FULL
DL00606,ASN500093,P1214,2026-01-26,14,14,0,1,FULL
DL00607,ASN500095,P1214,2026-03-23,152,152,0,3,FULL
DL00608,ASN500001,P1214,2026-03-13,96,96,0,1,FULL
DL00611,ASN500082,P1215,2026-03-20,102,102,0,1,FULL
DL00612,ASN500015,P1215,2026-04-27,79,79,0,1,FULL
DL00613,ASN500126,P1216,2026-03-12,119,119,0,4,FULL
DL00614,ASN500135,P1217,2026-01-23,142,142,0,1,FULL
DL00616,ASN500046,P1219,2026-01-19,47,47,0,1,FULL
DL00617,ASN500079,P1219,2026-03-18,69,69,0,1,FULL
DL00618,ASN500007,P1219,2026-01-18,9,9,0,1,FULL
DL00621,ASN500026,P1220,2026-04-27,94,94,0,3,FULL
DL00622,ASN500024,P1220,2026-01-11,50,50,0,1,FULL
DL00623,ASN500069,P1220,2026-03-06,36,36,0,1,FULL
DL00624,ASN500126,P1220,2026-03-11,154,154,0,2,FULL
DL00625,ASN500028,P1221,2026-01-21,36,36,0,3,FULL
DL00633,ASN500061,P1223,2026-04-07,90,90,0,1,FULL
DL00634,ASN500111,P1223,2026-04-18,149,149,0,1,FULL
DL00637,ASN500090,P1224,2026-04-27,68,68,0,1,FULL
DL00638,ASN500108,P1224,2026-03-27,174,174,0,2,FULL
DL00640,ASN500017,P1226,2026-03-02,88,88,0,1,FULL
