demand_line_id,asn,part_number,delivery_date,quantity_needed,quantity_allocated,quantity_short,buckets_used,status
DL00309,ASN500083,P1104,2026-04-28,54,0,54,0,UNFULFILLABLE
DL00320,ASN500007,P1109,2026-01-11,12,0,12,0,UNFULFILLABLE
DL00321,ASN500010,P1110,2026-04-10,22,0,22,0,UNFULFILLABLE
DL00322,ASN500011,P1110,2026-04-25,21,0,21,0,UNFULFILLABLE
DL00325,ASN500098,P1111,2026-02-06,32,0,32,0,UNFULFILLABLE
DL00326,ASN500052,P1111,2026-01-20,57,0,57,0,UNFULFILLABLE
DL00327,ASN500008,P1111,2026-04-24,13,0,13,0,UNFULFILLABLE
DL00330,ASN500075,P1113,2026-02-18,86,0,86,0,UNFULFILLABLE
DL00334,ASN500128,P1114,2026-04-24,126,0,126,0,UNFULFILLABLE
DL00338,ASN500137,P1116,2026-02-02,149,0,149,0,UNFULFILLABLE
DL00340,ASN500134,P1118,2026-02-11,56,0,56,0,UNFULFILLABLE
DL00356,ASN500008,P1123,2026-03-21,94,0,94,0,UNFULFILLABLE
DL00357,ASN500083,P1123,2026-01-25,138,0,138,0,UNFULFILLABLE
DL00385,ASN500108,P1135,2026-03-05,128,0,128,0,UNFULFILLABLE
DL00386,ASN500005,P1135,2026-04-25,164,0,164,0,UNFULFILLABLE
DL00387,ASN500104,P1135,2026-04-02,137,0,137,0,UNFULFILLABLE
DL00405,ASN500118,P1142,2026-01-27,59,0,59,0,UNFULFILLABLE
DL00406,ASN500033,P1142,2026-04-19,22,0,22,0,UNFULFILLABLE
DL00407,ASN500049,P1142,2026-03-29,125,0,125,0,UNFULFILLABLE
DL00408,ASN500057,P1142,2026-02-20,42,0,42,0,UNFULFILLABLE
DL00409,ASN500119,P1143,2026-04-13,80,0,80,0,UNFULFILLABLE
DL00410,ASN500032,P1143,2026-02-20,125,0,125,0,UNFULFILLABLE
DL00411,ASN500058,P1143,2026-04-06,73,0,73,0,UNFULFILLABLE
DL00412,ASN500096,P1143,2026-02-07,180,0,180,0,UNFULFILLABLE
DL00437,ASN500041,P1153,2026-03-06,87,0,87,0,UNFULFILLABLE
DL00441,ASN500046,P1154,2026-02-21,168,0,168,0,UNFULFILLABLE
DL00442,ASN500007,P1154,2026-03-25,10,0,10,0,UNFULFILLABLE
DL00446,ASN500032,P1156,2026-01-18,91,0,91,0,UNFULFILLABLE
DL00447,ASN500093,P1156,2026-03-07,92,0,92,0,UNFULFILLABLE
DL00456,ASN500076,P1158,2026-03-22,37,0,37,0,UNFULFILLABLE
DL00457,ASN500022,P1158,2026-02-26,15,0,15,0,UNFULFILLABLE
DL00458,ASN500103,P1159,2026-03-20,144,0,144,0,UNFULFILLABLE
DL00459,ASN500012,P1159,2026-02-13,107,0,107,0,UNFULFILLABLE
DL00460,ASN500027,P1159,2026-01-11,6,0,6,0,UNFULFILLABLE
DL00461,ASN500048,P1159,2026-03-24,126,0,126,0,UNFULFILLABLE
DL00462,ASN500015,P1159,2026-05-02,133,0,133,0,UNFULFILLABLE
DL00463,ASN500096,P1160,2026-01-24,162,0,162,0,UNFULFILLABLE
DL00464,ASN500021,P1160,2026-01-11,59,0,59,0,UNFULFILLABLE
DL00465,ASN500117,P1160,2026-04-13,165,0,165,0,UNFULFILLABLE
DL00466,ASN500044,P1160,2026-03-31,30,0,30,0,UNFULFILLABLE
DL00467,ASN500046,P1160,2026-02-28,14,0,14,0,UNFULFILLABLE
DL00479,ASN500105,P1165,2026-01-19,145,0,145,0,UNFULFILLABLE
DL00486,ASN500047,P1170,2026-02-21,17,0,17,0,UNFULFILLABLE
DL00487,ASN500037,P1170,2026-02-12,26,0,26,0,UNFULFILLABLE
DL00488,ASN500127,P1171,2026-04-01,122,0,122,0,UNFULFILLABLE
DL00489,ASN500065,P1171,2026-04-07,18,0,18,0,UNFULFILLABLE
DL00490,ASN500008,P1171,2026-01-13,7,0,7,0,UNFULFILLABLE
DL00491,ASN500003,P1171,2026-04-03,171,0,171,0,UNFULFILLABLE
DL00492,ASN500020,P1171,2026-02-14,104,0,104,0,UNFULFILLABLE
DL00493,ASN500042,P1172,2026-03-24,129,0,129,0,UNFULFILLABLE
DL00494,ASN500015,P1172,2026-02-22,85,0,85,0,UNFULFILLABLE
DL00495,ASN500112,P1172,2026-04-02,125,0,125,0,UNFULFILLABLE
DL00511,ASN500036,P1177,2026-01-24,151,0,151,0,UNFULFILLABLE
DL00527,ASN500091,P1183,2026-04-15,108,0,108,0,UNFULFILLABLE
DL00528,ASN500132,P1183,2026-02-06,43,0,43,0,UNFULFILLABLE
DL00529,ASN500126,P1184,2026-04-26,100,0,100,0,UNFULFILLABLE
DL00531,ASN500039,P1186,2026-03-23,85,0,85,0,UNFULFILLABLE
DL00532,ASN500088,P1187,2026-03-13,76,0,76,0,UNFULFILLABLE
DL00533,ASN500005,P1188,2026-01-10,29,0,29,0,UNFULFILLABLE
DL00534,ASN500052,P1188,2026-03-09,149,0,149,0,UNFULFILLABLE
DL00535,ASN500054,P1188,2026-05-04,71,0,71,0,UNFULFILLABLE
DL00536,ASN500071,P1188,2026-01-18,114,0,114,0,UNFULFILLABLE
DL00537,ASN500114,P1188,2026-04-20,156,0,156,0,UNFULFILLABLE
DL00552,ASN500014,P1195,2026-01-24,30,0,30,0,UNFULFILLABLE
DL00553,ASN500081,P1195,2026-05-06,6,0,6,0,UNFULFILLABLE
DL00554,ASN500050,P1195,2026-04-11,178,0,178,0,UNFULFILLABLE
DL00555,ASN500076,P1195,2026-03-22,155,0,155,0,UNFULFILLABLE
DL00556,ASN500026,P1196,2026-02-16,125,0,125,0,UNFULFILLABLE
DL00557,ASN500095,P1196,2026-02-24,70,0,70,0,UNFULFILLABLE
DL00558,ASN500031,P1196,2026-03-08,100,0,100,0,UNFULFILLABLE
DL00559,ASN500097,P1196,2026-03-03,48,0,48,0,UNFULFILLABLE
DL00566,ASN500098,P1199,2026-03-27,10,0,10,0,UNFULFILLABLE
DL00567,ASN500019,P1199,2026-02-18,120,0,120,0,UNFULFILLABLE
DL00568,ASN500082,P1199,2026-03-08,64,0,64,0,UNFULFILLABLE
DL00572,ASN500112,P1202,2026-02-09,43,0,43,0,UNFULFILLABLE
DL00573,ASN500107,P1202,2026-02-06,110,0,110,0,UNFULFILLABLE
DL00575,ASN500075,P1203,2026-04-18,90,0,90,0,UNFULFILLABLE
DL00596,ASN500020,P1209,2026-04-29,27,0,27,0,UNFULFILLABLE
DL00597,ASN500126,P1209,2026-01-28,75,0,75,0,UNFULFILLABLE
DL00598,ASN500035,P1210,2026-04-01,161,0,161,0,UNFULFILLABLE
DL00599,ASN500049,P1210,2026-02-14,154,0,154,0,UNFULFILLABLE
DL00603,ASN500126,P1213,2026-01-07,28,0,28,0,UNFULFILLABLE
DL00604,ASN500104,P1213,2026-01-23,127,0,127,0,UNFULFILLABLE
DL00605,ASN500068,P1213,2026-01-29,68,0,68,0,UNFULFILLABLE
DL00610,ASN500030,P1214,2026-04-07,96,0,96,0,UNFULFILLABLE
DL00615,ASN500062,P1218,2026-02-03,27,0,27,0,UNFULFILLABLE
DL00620,ASN500118,P1219,2026-02-05,138,0,138,0,UNFULFILLABLE
DL00627,ASN500058,P1221,2026-01-24,63,0,63,0,UNFULFILLABLE
DL00628,ASN500118,P1222,2026-01-27,106,0,106,0,UNFULFILLABLE
DL00629,ASN500004,P1222,2026-02-24,167,0,167,0,UNFULFILLABLE
DL00630,ASN500107,P1222,2026-04-23,157,0,157,0,UNFULFILLABLE
DL00631,ASN500134,P1222,2026-02-25,14,0,14,0,UNFULFILLABLE
DL00632,ASN500013,P1222,2026-02-18,97,0,97,0,UNFULFILLABLE
DL00636,ASN500013,P1223,2026-03-13,88,0,88,0,UNFULFILLABLE
DL00643,ASN500116,P1228,2026-01-11,167,0,167,0,UNFULFILLABLE
DL00644,ASN500010,P1228,2026-04-26,13,0,13,0,UNFULFILLABLE
DL00645,ASN500068,P1228,2026-03-26,178,0,178,0,UNFULFILLABLE
DL00646,ASN500069,P1228,2026-03-16,165,0,165,0,UNFULFILLABLE
DL00651,ASN500042,P1230,2026-01-13,35,0,35,0,UNFULFILLABLE
DL00652,ASN500131,P1230,2026-01-16,73,0,73,0,UNFULFILLABLE
DL00653,ASN500136,P1231,2026-03-03,42,0,42,0,UNFULFILLABLE
DL00654,ASN500031,P1231,2026-01-22,135,0,135,0,UNFULFILLABLE
DL00655,ASN500075,P1231,2026-03-20,109,0,109,0,UNFULFILLABLE
DL00656,ASN500073,P1231,2026-02-06,75,0,75,0,UNFULFILLABLE
DL00658,ASN500056,P1233,2026-02-24,171,0,171,0,UNFULFILLABLE
DL00659,ASN500051,P1233,2026-04-06,145,0,145,0,UNFULFILLABLE
DL00660,ASN500093,P1233,2026-04-30,122,0,122,0,UNFULFILLABLE
DL00661,ASN500077,P1233,2026-03-08,161,0,161,0,UNFULFILLABLE
DL00665,ASN500101,P1234,2026-05-04,8,0,8,0,UNFULFILLABLE
DL00675,ASN500090,P1239,2026-04-02,40,0,40,0,UNFULFILLABLE
DL00681,ASN500106,P1243,2026-04-27,76,0,76,0,UNFULFILLABLE
DL00682,ASN500028,P1243,2026-04-25,102,0,102,0,UNFULFILLABLE
DL00689,ASN500037,P1246,2026-03-20,116,0,116,0,UNFULFILLABLE
DL00690,ASN500096,P1246,2026-02-04,153,0,153,0,UNFULFILLABLE
DL00691,ASN500084,P1247,2026-04-23,87,0,87,0,UNFULFILLABLE
DL00697,ASN500111,P1249,2026-04-21,137,0,137,0,UNFULFILLABLE
DL00698,ASN500132,P1249,2026-03-02,180,0,180,0,UNFULFILLABLE
DL00699,ASN500099,P1249,2026-02-20,123,0,123,0,UNFULFILLABLE
DL00700,ASN500010,P1249,2026-04-02,157,0,157,0,UNFULFILLABLE
DL00701,ASN500089,P1249,2026-01-07,120,0,120,0,UNFULFILLABLE
DL00705,ASN500124,P1251,2026-03-03,107,0,107,0,UNFULFILLABLE
DL00706,ASN500087,P1251,2026-04-11,140,0,140,0,UNFULFILLABLE
DL00725,ASN500031,P1257,2026-01-26,42,0,42,0,UNFULFILLABLE
DL00726,ASN500132,P1257,2026-01-19,135,0,135,0,UNFULFILLABLE
DL00745,ASN500056,P1265,2026-02-14,110,0,110,0,UNFULFILLABLE
DL00746,ASN500102,P1265,2026-01-08,129,0,129,0,UNFULFILLABLE
DL00747,ASN500062,P1265,2026-01-28,27,0,27,0,UNFULFILLABLE
DL00753,ASN500031,P1267,2026-04-21,113,0,113,0,UNFULFILLABLE
DL00754,ASN500089,P1267,2026-02-06,146,0,146,0,UNFULFILLABLE
DL00762,ASN500061,P1270,2026-02-22,45,0,45,0,UNFULFILLABLE
DL00765,ASN500129,P1271,2026-02-04,57,0,57,0,UNFULFILLABLE
DL00768,ASN500136,P1272,2026-02-26,68,0,68,0,UNFULFILLABLE
DL00769,ASN500130,P1272,2026-01-22,59,0,59,0,UNFULFILLABLE
DL00771,ASN500098,P1274,2026-03-31,12,0,12,0,UNFULFILLABLE
DL00772,ASN500037,P1274,2026-01-07,84,0,84,0,UNFULFILLABLE
DL00773,ASN500099,P1274,2026-04-04,27,0,27,0,UNFULFILLABLE
DL00778,ASN500057,P1276,2026-01-22,78,0,78,0,UNFULFILLABLE
DL00782,ASN500007,P1277,2026-04-02,98,0,98,0,UNFULFILLABLE
DL00785,ASN500102,P1278,2026-05-01,95,0,95,0,UNFULFILLABLE
DL00795,ASN500089,P1283,2026-01-20,5,0,5,0,UNFULFILLABLE
DL00796,ASN500073,P1283,2026-04-28,15,0,15,0,UNFULFILLABLE
DL00797,ASN500012,P1283,2026-04-03,67,0,67,0,UNFULFILLABLE
DL00798,ASN500028,P1283,2026-04-17,14,0,14,0,UNFULFILLABLE
DL00799,ASN500081,P1283,2026-04-15,58,0,58,0,UNFULFILLABLE
DL00802,ASN500056,P1284,2026-03-14,76,0,76,0,UNFULFILLABLE
DL00803,ASN500089,P1285,2026-03-03,113,0,113,0,UNFULFILLABLE
DL00804,ASN500128,P1286,2026-03-27,165,0,165,0,UNFULFILLABLE
DL00805,ASN500115,P1286,2026-01-12,135,0,135,0,UNFULFILLABLE
DL00806,ASN500052,P1286,2026-04-02,114,0,114,0,UNFULFILLABLE
DL00813,ASN500023,P1289,2026-03-28,56,0,56,0,UNFULFILLABLE
DL00814,ASN500079,P1289,2026-01-23,40,0,40,0,UNFULFILLABLE
DL00815,ASN500124,P1289,2026-03-08,176,0,176,0,UNFULFILLABLE
DL00816,ASN500060,P1289,2026-01-06,66,0,66,0,UNFULFILLABLE
DL00817,ASN500113,P1290,2026-05-05,39,0,39,0,UNFULFILLABLE
DL00818,ASN500089,P1290,2026-01-23,81,0,81,0,UNFULFILLABLE
DL00819,ASN500036,P1290,2026-03-19,155,0,155,0,UNFULFILLABLE
DL00820,ASN500061,P1290,2026-03-27,90,0,90,0,UNFULFILLABLE
DL00821,ASN500030,P1290,2026-03-01,145,0,145,0,UNFULFILLABLE
DL00842,ASN500043,P1297,2026-04-16,31,0,31,0,UNFULFILLABLE
DL00843,ASN500079,P1297,2026-02-16,162,0,162,0,UNFULFILLABLE
DL00846,ASN500094,P1298,2026-03-17,39,0,39,0,UNFULFILLABLE
DL00847,ASN500094,P1298,2026-02-05,69,0,69,0,UNFULFILLABLE
DL00848,ASN500010,P1299,2026-03-19,32,0,32,0,UNFULFILLABLE
DL00854,ASN500102,P1301,2026-01-11,27,0,27,0,UNFULFILLABLE
DL00858,ASN500072,P1302,2026-03-31,23,0,23,0,UNFULFILLABLE
DL00860,ASN500016,P1304,2026-01-07,117,0,117,0,UNFULFILLABLE
DL00861,ASN500045,P1304,2026-02-23,47,0,47,0,UNFULFILLABLE
DL00862,ASN500075,P1304,2026-03-03,6,0,6,0,UNFULFILLABLE
DL00863,ASN500089,P1305,2026-01-31,150,0,150,0,UNFULFILLABLE
DL00864,ASN500120,P1305,2026-03-16,26,0,26,0,UNFULFILLABLE
DL00865,ASN500082,P1305,2026-03-05,137,0,137,0,UNFULFILLABLE
DL00866,ASN500109,P1305,2026-05-02,141,0,141,0,UNFULFILLABLE
DL00867,ASN500039,P1305,2026-03-24,107,0,107,0,UNFULFILLABLE
DL00873,ASN500135,P1307,2026-01-09,167,0,167,0,UNFULFILLABLE
DL00874,ASN500048,P1307,2026-04-02,61,0,61,0,UNFULFILLABLE
DL00875,ASN500114,P1307,2026-01-24,26,0,26,0,UNFULFILLABLE
DL00883,ASN500135,P1310,2026-02-07,176,0,176,0,UNFULFILLABLE
DL00884,ASN500125,P1310,2026-03-17,63,0,63,0,UNFULFILLABLE
DL00885,ASN500057,P1311,2026-03-20,143,0,143,0,UNFULFILLABLE
DL00886,ASN500028,P1311,2026-05-02,136,0,136,0,UNFULFILLABLE
DL00887,ASN500020,P1311,2026-04-02,109,0,109,0,UNFULFILLABLE
DL00888,ASN500018,P1311,2026-01-23,117,0,117,0,UNFULFILLABLE
DL00942,ASN500130,P1327,2026-02-06,167,0,167,0,UNFULFILLABLE
DL00943,ASN500089,P1327,2026-04-07,145,0,145,0,UNFULFILLABLE
DL00944,ASN500103,P1327,2026-01-13,90,0,90,0,UNFULFILLABLE
DL00948,ASN500052,P1329,2026-04-29,6,0,6,0,UNFULFILLABLE
DL00949,ASN500116,P1329,2026-03-04,108,0,108,0,UNFULFILLABLE
DL00972,ASN500103,P1337,2026-04-02,161,0,161,0,UNFULFILLABLE
DL00973,ASN500086,P1337,2026-01-13,49,0,49,0,UNFULFILLABLE
DL00974,ASN500106,P1337,2026-01-17,16,0,16,0,UNFULFILLABLE
DL00975,ASN500085,P1337,2026-03-23,131,0,131,0,UNFULFILLABLE
DL00979,ASN500080,P1338,2026-02-28,19,0,19,0,UNFULFILLABLE
DL00990,ASN500133,P1341,2026-05-06,140,0,140,0,UNFULFILLABLE
DL00991,ASN500070,P1341,2026-02-07,38,0,38,0,UNFULFILLABLE
DL00992,ASN500002,P1341,2026-03-07,147,0,147,0,UNFULFILLABLE
DL01000,ASN500089,P1346,2026-03-03,67,0,67,0,UNFULFILLABLE
DL01006,ASN500089,P1349,2026-02-04,20,0,20,0,UNFULFILLABLE
DL01007,ASN500096,P1349,2026-05-02,109,0,109,0,UNFULFILLABLE
DL01008,ASN500096,P1349,2026-03-27,173,0,173,0,UNFULFILLABLE
DL01009,ASN500057,P1349,2026-02-07,12,0,12,0,UNFULFILLABLE
DL01016,ASN500072,P1353,2026-02-17,27,0,27,0,UNFULFILLABLE
DL01017,ASN500001,P1353,2026-04-27,129,0,129,0,UNFULFILLABLE
DL01018,ASN500063,P1353,2026-02-15,46,0,46,0,UNFULFILLABLE
DL01024,ASN500028,P1355,2026-05-02,43,0,43,0,UNFULFILLABLE
DL01032,ASN500009,P1359,2026-03-11,39,0,39,0,UNFULFILLABLE
DL01041,ASN500135,P1362,2026-04-23,95,0,95,0,UNFULFILLABLE
DL01042,ASN500127,P1362,2026-02-19,24,0,24,0,UNFULFILLABLE
DL01043,ASN500055,P1362,2026-04-09,62,0,62,0,UNFULFILLABLE
DL01068,ASN500082,P1370,2026-03-27,23,0,23,0,UNFULFILLABLE
DL01069,ASN500139,P1370,2026-02-03,175,0,175,0,UNFULFILLABLE
DL01076,ASN500093,P1372,2026-04-02,66,0,66,0,UNFULFILLABLE
DL01096,ASN500139,P1378,2026-05-03,75,0,75,0,UNFULFILLABLE
DL01097,ASN500082,P1378,2026-02-05,70,0,70,0,UNFULFILLABLE
DL01108,ASN500018,P1382,2026-04-12,25,0,25,0,UNFULFILLABLE
DL01109,ASN500114,P1382,2026-02-25,102,0,102,0,UNFULFILLABLE
DL01110,ASN500134,P1382,2026-03-10,111,0,111,0,UNFULFILLABLE
DL01115,ASN500125,P1384,2026-03-12,39,0,39,0,UNFULFILLABLE
DL01122,ASN500055,P1387,2026-03-05,149,0,149,0,UNFULFILLABLE
DL01126,ASN500082,P1390,2026-01-30,90,0,90,0,UNFULFILLABLE
DL01127,ASN500132,P1390,2026-01-29,6,0,6,0,UNFULFILLABLE
DL01128,ASN500137,P1390,2026-03-13,75,0,75,0,UNFULFILLABLE
DL01129,ASN500022,P1391,2026-02-24,85,0,85,0,UNFULFILLABLE
DL01130,ASN500065,P1391,2026-04-25,174,0,174,0,UNFULFILLABLE
DL01131,ASN500076,P1391,2026-02-25,147,0,147,0,UNFULFILLABLE
DL01137,ASN500137,P1393,2026-02-22,171,0,171,0,UNFULFILLABLE
DL01138,ASN500118,P1393,2026-03-09,173,0,173,0,UNFULFILLABLE
DL01141,ASN500013,P1394,2026-01-07,85,0,85,0,UNFULFILLABLE
DL01142,ASN500136,P1394,2026-02-27,22,0,22,0,UNFULFILLABLE
DL01143,ASN500082,P1394,2026-02-10,14,0,14,0,UNFULFILLABLE
DL01162,ASN500039,P1401,2026-05-02,84,0,84,0,UNFULFILLABLE
DL01163,ASN500066,P1401,2026-03-17,88,0,88,0,UNFULFILLABLE
DL01173,ASN500134,P1405,2026-02-12,23,0,23,0,UNFULFILLABLE
DL01174,ASN500125,P1405,2026-01-08,94,0,94,0,UNFULFILLABLE
DL01175,ASN500127,P1405,2026-01-31,28,0,28,0,UNFULFILLABLE
DL01176,ASN500124,P1405,2026-04-26,76,0,76,0,UNFULFILLABLE
DL01177,ASN500077,P1405,2026-03-21,158,0,158,0,UNFULFILLABLE
DL01178,ASN500022,P1406,2026-01-23,56,0,56,0,UNFULFILLABLE
DL01179,ASN500120,P1406,2026-04-14,74,0,74,0,UNFULFILLABLE
DL01180,ASN500058,P1406,2026-05-04,153,0,153,0,UNFULFILLABLE
DL01181,ASN500076,P1406,2026-03-21,13,0,13,0,UNFULFILLABLE
DL01182,ASN500025,P1406,2026-02-19,5,0,5,0,UNFULFILLABLE
DL01184,ASN500012,P1407,2026-02-17,49,0,49,0,UNFULFILLABLE
DL01208,ASN500003,P1415,2026-05-06,32,0,32,0,UNFULFILLABLE
DL01209,ASN500125,P1416,2026-02-01,151,0,151,0,UNFULFILLABLE
DL01211,ASN500067,P1417,2026-03-01,12,0,12,0,UNFULFILLABLE
DL01216,ASN500018,P1419,2026-02-18,158,0,158,0,UNFULFILLABLE
DL01217,ASN500025,P1419,2026-02-02,15,0,15,0,UNFULFILLABLE
